split,doc_id,file_name,label_id,gold_label,evidence_index,start,end,length_chars,relative_start,relative_end,text_preview
train,87,Cyber Mutual Assistance NDA.pdf,nda-3,entailment,1,3033,3440,407,0.20265936121876252,0.22985433649605774,"(iv) all observations of equipment (including computer screens) and oral disclosures related to the development of any Cyber Mutual Assistance Program or a specific request for or response to cyber mutual assistance, including the systems, operations, and activities of each Participating Entity, whe"
train,87,Cyber Mutual Assistance NDA.pdf,nda-7,contradiction,0,3496,3515,19,0.2335961512762261,0.2348656955766404,Each Participating 
train,87,Cyber Mutual Assistance NDA.pdf,nda-7,contradiction,1,3515,3529,14,0.2348656955766404,0.23580114927168247,Entity agrees 
train,87,Cyber Mutual Assistance NDA.pdf,nda-7,contradiction,2,3607,3754,147,0.24101296271548844,0.25083522651343043,"(ii) without the express permission of the Participating Entity providing such information, not to disclose such information to third parties, and "
train,87,Cyber Mutual Assistance NDA.pdf,nda-8,entailment,0,6247,6653,406,0.41741280235199785,0.44454095950821865,"(a) In the event that any governmental authority issues an order, subpoena, or other lawful process or a Participating Entity receives a discovery request in a civil proceeding (""Legal Process"") requiring the disclosure of any Confidential Information, the Participating Entity receiving such Legal P"
train,87,Cyber Mutual Assistance NDA.pdf,nda-8,entailment,1,7270,7386,116,0.48576774021114527,0.4935186422557798,"Upon receipt of a Freedom of Information Act or public records disclosure request, such Participating Entity shall: "
train,87,Cyber Mutual Assistance NDA.pdf,nda-8,entailment,2,7386,7624,238,0.4935186422557798,0.5094213550714954,(i) notify each Participating Entity or Participating Entities whose information is subject to such disclosure request immediately upon receipt of a request for public records that include all or part of the Confidential Information; and 
train,87,Cyber Mutual Assistance NDA.pdf,nda-13,entailment,0,4610,4823,213,0.30803153815314716,0.3222637979420019,"Notwithstanding Sections 1 and 2, a Participating Entity shall not have breached any obligation under this Agreement if the Confidential Information is disclosed to a third party when the Confidential Information:"
train,87,Cyber Mutual Assistance NDA.pdf,nda-13,entailment,1,5901,6174,273,0.39429373246024324,0.41253507951356405,"(f) after the time of its disclosure hereunder, becomes subsequently available to such Participating Entity on a non-confidential basis from a source not known by such Participating Entity to be bound by a confidentiality agreement or secrecy obligation in respect thereof."
train,87,Cyber Mutual Assistance NDA.pdf,nda-5,entailment,0,4127,4402,275,0.27575838567419486,0.2941333689696646,"Notwithstanding the forgoing, a Participating Entity may use and internally share Confidential Information as deemed necessary to respond to an actual or threatened cyber emergency that places, or has the potential to place, the Participating Entity’s cyber systems at risk. "
train,87,Cyber Mutual Assistance NDA.pdf,nda-4,entailment,0,3496,3515,19,0.2335961512762261,0.2348656955766404,Each Participating 
train,87,Cyber Mutual Assistance NDA.pdf,nda-4,entailment,1,3515,3529,14,0.2348656955766404,0.23580114927168247,Entity agrees 
train,87,Cyber Mutual Assistance NDA.pdf,nda-4,entailment,2,3754,3996,242,0.25083522651343043,0.26700521181344383,"(iii) to use such information only for the express purpose of developing and implementing a Cyber Mutual Assistance Program, including in connection with any request for or provision of cyber mutual assistance between Participating Entities. "
train,87,Cyber Mutual Assistance NDA.pdf,nda-4,entailment,3,3996,4015,19,0.26700521181344383,0.2682747561138581,Each Participating 
train,87,Cyber Mutual Assistance NDA.pdf,nda-4,entailment,4,4015,4127,112,0.2682747561138581,0.27575838567419486,Entity shall use the Confidential Information received hereunder only for the purposes identified in Section 1. 
train,87,Cyber Mutual Assistance NDA.pdf,nda-4,entailment,5,4402,4576,174,0.2941333689696646,0.30575972203661633,Any other use shall be only with the prior written consent of the Participating Entity or Participating Entities that provided the Confidential Information sought to be used.
train,88,DBT%20Mutual%20NDA.pdf,nda-15,entailment,0,5283,5387,104,0.7042122100773127,0.7180751799520128,5. No Further Rights All Confidential Information is and shall remain the property of Disclosing Party. 
train,88,DBT%20Mutual%20NDA.pdf,nda-15,entailment,1,5387,5540,153,0.7180751799520128,0.7384697414022927,Nothing contained in this Agreement shall be construed to as granting or conferring any rights in the Confidential Information except as provided herein.
train,88,DBT%20Mutual%20NDA.pdf,nda-10,entailment,0,2947,3162,215,0.3928285790455878,0.4214876033057851,"The existence of any business negotiations, discussions, consultations, or agreements in progress between the parties shall not be released to any form of public media, unless agreed between the parties in writing. "
train,88,DBT%20Mutual%20NDA.pdf,nda-2,contradiction,0,1259,1766,507,0.167821914156225,0.23540389229538788,"Confidential Information includes, without limitation, non-public information relating to released or unreleased Disclosing Party software products, the marketing or promotion of any Disclosing Party product, Disclosing Party’s business policies or practices, financial information, technical informa"
train,88,DBT%20Mutual%20NDA.pdf,nda-1,contradiction,0,939,1259,320,0.1251666222340709,0.167821914156225,"1. Confidential Information “Confidential Information” means nonpublic information that disclosing party (“Disclosing Party”) designates as being confidential or which, under the circumstances surrounding disclosure the receiving party (“Receiving Party”) should know is treated as confidential by th"
train,88,DBT%20Mutual%20NDA.pdf,nda-12,entailment,0,1910,1975,65,0.2545987736603572,0.2632631298320448,Confidential Information shall not include any information that: 
train,88,DBT%20Mutual%20NDA.pdf,nda-12,entailment,1,2385,2493,108,0.3179152226073047,0.33231138363103174,"(iv) is independently developed by Receiving Party without access to the Disclosing Party’s information, or "
train,88,DBT%20Mutual%20NDA.pdf,nda-20,contradiction,0,4628,4874,246,0.6169021594241536,0.6496934150893096,"Upon the request of the Disclosing Party, Receiving Party shall return all originals, copies, reproductions and summaries of Confidential Information at Disclosing Party’s request, or at Disclosing Party’s option, certify destruction of the same."
train,88,DBT%20Mutual%20NDA.pdf,nda-8,entailment,0,1910,1975,65,0.2545987736603572,0.2632631298320448,Confidential Information shall not include any information that: 
train,88,DBT%20Mutual%20NDA.pdf,nda-8,entailment,1,2493,2707,214,0.33231138363103174,0.3608371101039723,(v) the Confidential Information is required to be disclosed pursuant to a requirement of a governmental agency or law so long as the other party is provided notice of such requirement prior to any such disclosure.
train,88,DBT%20Mutual%20NDA.pdf,nda-13,entailment,0,1910,1975,65,0.2545987736603572,0.2632631298320448,Confidential Information shall not include any information that: 
train,88,DBT%20Mutual%20NDA.pdf,nda-13,entailment,1,2218,2385,167,0.29565449213543055,0.3179152226073047,(iii) became known to Receiving Party from a source other than Disclosing Party other than by the breach of an obligation of confidentiality owed to Disclosing Party; 
train,88,DBT%20Mutual%20NDA.pdf,nda-13,entailment,2,5559,5906,347,0.7410023993601706,0.7872567315382565,"The parties expressly agree that the provision of Information hereunder and discussions held in connection with the Transaction shall not prevent either party from pursuing similar discussions with third parties or obligate either party to continue discussions with the other or to take, continue or "
train,88,DBT%20Mutual%20NDA.pdf,nda-5,entailment,0,3904,4255,351,0.52039456145028,0.5671820847773927,"The Receiving Party agrees disclose Confidential Information only to those employees who need to know such information and certifies that such employees have previously agreed, either as a condition to employment or in order to obtain the Confidential Information, to be bound by terms and conditions"
train,88,DBT%20Mutual%20NDA.pdf,nda-4,entailment,0,2723,2947,224,0.36296987470007996,0.3928285790455878,"Each party agrees that it shall not make use of, disseminate, or in any way disclose any Confidential Information of the Disclosing Party to any person, firm, or business, except to the extent necessary for the Transaction. "
train,89,Data Use Agreement New York City.pdf,nda-16,entailment,0,2556,2753,197,0.10932888489670217,0.11775525043842765,"2. Upon the termination of this Agreement for any reason, the confidentiality provisions set forth herein shall continue to apply to the Data shared with Data Recipient pursuant to this Agreement. "
train,89,Data Use Agreement New York City.pdf,nda-16,entailment,1,2753,2785,32,0.11775525043842765,0.11912400017109372,Except as provided in paragraph 
train,89,Data Use Agreement New York City.pdf,nda-16,entailment,2,2785,3015,230,0.11912400017109372,0.1289618888746311,"(3) of this subsection, upon termination of this Agreement, for any reason, Data Recipient shall return or destroy the Data provided by DOHMH that Data Recipient maintains in any form, and all copies of the Data in all its forms. "
train,89,Data Use Agreement New York City.pdf,nda-16,entailment,3,3180,3429,249,0.13601950468369048,0.14667008854099833,"3. In the event that Data Recipient determines that returning or destroying all of the Data, and all copies of the Data, is infeasible, Data Recipient shall provide to DOHMH notification of the conditions that make return or destruction infeasible. "
train,89,Data Use Agreement New York City.pdf,nda-16,entailment,4,3429,3769,340,0.14667008854099833,0.1612130544505753,"Upon receipt by DOHMH of such notification that return or destruction of the Data is infeasible, Data Recipient shall extend the protections of this Agreement to such Data and limit further uses and disclosures of such Data to those purposes that make the return or destruction infeasible, for so lon"
train,89,Data Use Agreement New York City.pdf,nda-15,entailment,0,5210,5347,137,0.22284956584969418,0.22870952564267077,The Data Recipient hereby acknowledges that the DOHMH is the exclusive owner of the Data and all trade secrets and other rights therein. 
train,89,Data Use Agreement New York City.pdf,nda-15,entailment,1,5347,5435,88,0.22870952564267077,0.23247358740750246,No license or conveyance of any such rights is granted or implied under this Agreement. 
train,89,Data Use Agreement New York City.pdf,nda-19,entailment,0,2556,2753,197,0.10932888489670217,0.11775525043842765,"2. Upon the termination of this Agreement for any reason, the confidentiality provisions set forth herein shall continue to apply to the Data shared with Data Recipient pursuant to this Agreement. "
train,89,Data Use Agreement New York City.pdf,nda-19,entailment,1,13238,13363,125,0.566234655032294,0.5715813336755208,"Upon the Expiration of this Agreement, only the continued use of Data for the purposes set forth in Attachment B will cease. "
train,89,Data Use Agreement New York City.pdf,nda-19,entailment,2,13363,13443,80,0.5715813336755208,0.575003208007186,"All other provisions of this Agreement, including this Section V, shall survive."
train,89,Data Use Agreement New York City.pdf,nda-20,entailment,0,3180,3429,249,0.13601950468369048,0.14667008854099833,"3. In the event that Data Recipient determines that returning or destroying all of the Data, and all copies of the Data, is infeasible, Data Recipient shall provide to DOHMH notification of the conditions that make return or destruction infeasible. "
train,89,Data Use Agreement New York City.pdf,nda-20,entailment,1,3429,3769,340,0.14667008854099833,0.1612130544505753,"Upon receipt by DOHMH of such notification that return or destruction of the Data is infeasible, Data Recipient shall extend the protections of this Agreement to such Data and limit further uses and disclosures of such Data to those purposes that make the return or destruction infeasible, for so lon"
train,89,Data Use Agreement New York City.pdf,nda-7,entailment,0,6985,7273,288,0.2987724025835151,0.3110911501775097,"1. Only the Data Recipient’s employees and/or consultants required to use the Data to perform the functions of this Agreement that are set forth in Attachment B, and so designated by Data Recipient as “Authorized Users” in Attachment C to this Agreement, will be given access to the Data."
train,89,Data Use Agreement New York City.pdf,nda-7,entailment,1,20091,20297,206,0.8593609649685615,0.8681722913725993,"A. Nothing express or implied in this Agreement is intended to confer, nor shall anything herein confer, upon any person other than the Parties, any rights, remedies, obligations, or liabilities whatsoever."
train,89,Data Use Agreement New York City.pdf,nda-17,contradiction,0,13089,13224,135,0.5598614140895676,0.5656358270242525,"Except as set forth in Section III, Data Recipient shall not reproduce the Data in any form without the prior written consent of DOHMH."
train,89,Data Use Agreement New York City.pdf,nda-5,entailment,0,6985,7273,288,0.2987724025835151,0.3110911501775097,"1. Only the Data Recipient’s employees and/or consultants required to use the Data to perform the functions of this Agreement that are set forth in Attachment B, and so designated by Data Recipient as “Authorized Users” in Attachment C to this Agreement, will be given access to the Data."
train,89,Data Use Agreement New York City.pdf,nda-4,entailment,0,6191,6327,136,0.2648102998417383,0.2706274862055691,"A. Data Recipient agrees to use the Data solely for the purposes set forth in Attachment B to this Agreement, and for no other purposes."
train,89,Data Use Agreement New York City.pdf,nda-4,entailment,1,8751,9029,278,0.37431027845502374,0.3862012917575602,"Except as otherwise provided in this Agreement, Data Recipient shall not, at any time, directly or indirectly disclose, share, give, loan, sell, or otherwise grant access to the Data provided pursuant to this Agreement, in part or in whole, to any other person or organization. "
train,91,Dealer-Pay-NDA-4.pdf,nda-11,entailment,0,7034,7360,326,0.49420361132579216,0.5171081289959952,"IV. NO REVERSE ENGINEERING; WORK PRODUCT: Receiving Party shall not reverse-engineer, analyze, attempt to duplicate or otherwise attempt to determine the design or method of compiling samples, prototypes or products of the Originating Party except pursuant to a mutually acceptable, written agreement"
train,91,Dealer-Pay-NDA-4.pdf,nda-15,entailment,0,9692,9841,149,0.6809527155202698,0.6914213447621724,No express or implied license under any intellectual property rights of either party is granted or conveyed to the other party under this Agreement. 
train,91,Dealer-Pay-NDA-4.pdf,nda-2,contradiction,0,1561,2168,607,0.1096746996416778,0.15232206843251597,"A. “Confidential Information” as used herein any and all confidential and/or proprietary information concerning the Originating Party’s business and such party’s trade secrets, proprietary data and business data, whether oral or written, tangible or intangible, which is disclosed to or learned by th"
train,91,Dealer-Pay-NDA-4.pdf,nda-2,contradiction,1,2169,2251,82,0.15239232768917305,0.15815358673505234,"1. Business plans, acquisition plans, expansion plans, business development plans;"
train,91,Dealer-Pay-NDA-4.pdf,nda-2,contradiction,2,2252,2369,117,0.1582238459917094,0.16644417902058598,"2. Financial information, personnel information, training information, management systems and recruitment strategies;"
train,91,Dealer-Pay-NDA-4.pdf,nda-2,contradiction,3,2370,2452,82,0.16651443827724302,0.1722756973231223,3. All commercial data relating to the business and products of Originating Party;
train,91,Dealer-Pay-NDA-4.pdf,nda-2,contradiction,4,2453,2521,68,0.17234595657977939,0.17712358603245978,4. Identity and contact information regarding vendors and suppliers;
train,91,Dealer-Pay-NDA-4.pdf,nda-2,contradiction,5,2660,2705,45,0.18688962270779175,0.19005128925735965,6. Pricing and marketing/business strategies;
train,91,Dealer-Pay-NDA-4.pdf,nda-2,contradiction,6,2767,2823,56,0.19440736317009766,0.19834188154289328,8. Customer identities and customer contact information;
train,91,Dealer-Pay-NDA-4.pdf,nda-2,contradiction,7,2824,2855,31,0.19841214079955033,0.20059017775591934,9. Customer credit information;
train,91,Dealer-Pay-NDA-4.pdf,nda-2,contradiction,8,2856,2928,72,0.2006604370125764,0.20571910349188505,10. Information regarding customer preferences and particularized needs;
train,91,Dealer-Pay-NDA-4.pdf,nda-2,contradiction,9,2929,3051,122,0.20578936274854212,0.214360992060704,"11. Product development strategies, expansion plans, and internal business plans, procedures, or methods of operation; and"
train,91,Dealer-Pay-NDA-4.pdf,nda-19,entailment,0,5941,6080,139,0.4174102437996206,0.4271762804749526,Both parties further agree that their obligations under this paragraph survive the termination of the relationship between the two parties.
train,91,Dealer-Pay-NDA-4.pdf,nda-12,entailment,0,3089,3581,492,0.21703084381367246,0.25159839808894824,"13. “Confidential Information” shall not include information which, now or in the future, is available to the public (other than through improper disclosure by the Receiving Party); information rightly acquired from a third party without any obligation of confidentiality; information that is indepen"
train,91,Dealer-Pay-NDA-4.pdf,nda-3,entailment,0,1561,2168,607,0.1096746996416778,0.15232206843251597,"A. “Confidential Information” as used herein any and all confidential and/or proprietary information concerning the Originating Party’s business and such party’s trade secrets, proprietary data and business data, whether oral or written, tangible or intangible, which is disclosed to or learned by th"
train,91,Dealer-Pay-NDA-4.pdf,nda-18,entailment,0,8024,8605,581,0.5637602754162861,0.6045809035340406,"V. NON-SOLICITATION OF EMPLOYEES AND/OR CONTRACTORS: Receiving Party recognizes and acknowledges that, while engaged in Discussions and/or while involved in a Business Relationship, such party will be in a position to utilize Originating Party’s goodwill and have access to and/or utilize Confidentia"
train,91,Dealer-Pay-NDA-4.pdf,nda-18,entailment,1,8827,9426,599,0.6201784585119089,0.6622637532494906,"Therefore, in consideration of the mutual agreements made in this Agreement, during the course of the Business Relationship and for a period of 36 months after termination of the Business Relationship, Receiving Party agrees not to directly or indirectly communicate, solicit, induce, hire, recruit, "
train,91,Dealer-Pay-NDA-4.pdf,nda-17,contradiction,0,5284,5341,57,0.3712499121759292,0.37525468980538185,Receiving Party therefore agrees that neither it nor its 
train,91,Dealer-Pay-NDA-4.pdf,nda-17,contradiction,1,5341,5737,396,0.37525468980538185,0.4030773554415794,"Representatives will at any time make any independent business or personal use of, retain, copy, divulge, disclose, reveal or communicate to any other person or organization (except as expressly authorized in writing by Originating Party, as required to analyze the Business Relationship or as requir"
train,91,Dealer-Pay-NDA-4.pdf,nda-17,contradiction,2,7034,7360,326,0.49420361132579216,0.5171081289959952,"IV. NO REVERSE ENGINEERING; WORK PRODUCT: Receiving Party shall not reverse-engineer, analyze, attempt to duplicate or otherwise attempt to determine the design or method of compiling samples, prototypes or products of the Originating Party except pursuant to a mutually acceptable, written agreement"
train,91,Dealer-Pay-NDA-4.pdf,nda-8,entailment,0,6081,6785,704,0.42724653973160964,0.4767090564181831,"III. LEGALLY REQUIRED DISCLOSURES: If Receiving Party is requested to disclose any Confidential Information of the Originating Party under applicable law, in any judicial or administrative proceeding, or in response to a formal request of a regulatory or governmental authority (including law enforce"
train,91,Dealer-Pay-NDA-4.pdf,nda-13,entailment,0,3089,3581,492,0.21703084381367246,0.25159839808894824,"13. “Confidential Information” shall not include information which, now or in the future, is available to the public (other than through improper disclosure by the Receiving Party); information rightly acquired from a third party without any obligation of confidentiality; information that is indepen"
train,91,Dealer-Pay-NDA-4.pdf,nda-4,entailment,0,5284,5341,57,0.3712499121759292,0.37525468980538185,Receiving Party therefore agrees that neither it nor its 
train,91,Dealer-Pay-NDA-4.pdf,nda-4,entailment,1,5341,5737,396,0.37525468980538185,0.4030773554415794,"Representatives will at any time make any independent business or personal use of, retain, copy, divulge, disclose, reveal or communicate to any other person or organization (except as expressly authorized in writing by Originating Party, as required to analyze the Business Relationship or as requir"
train,92,Disclosure documents.pdf,nda-15,entailment,0,4818,5070,252,0.47198275862068967,0.4966692789968652,"No right or licence is granted to either party in relation to the other party's Confidential Information except as expressly set out in this Agreement and the Disclosing Party shall retain all rights, title and interest to its Confidential Information."
train,92,Disclosure documents.pdf,nda-10,entailment,0,6937,7325,388,0.6795650470219435,0.7175744514106583,"Neither party shall disclose the Purpose or the existence of this Agreement or reveal that discussions are taking place between the parties to another person without the prior written consent of the other party except to the extent that such disclosure is required by law, by a court of competent jur"
train,92,Disclosure documents.pdf,nda-19,entailment,0,5742,5842,100,0.5625,0.5722962382445141,The obligations and responsibilities of the parties shall survive the termination of this Agreement.
train,92,Disclosure documents.pdf,nda-12,entailment,0,4038,4096,58,0.3955721003134796,0.4012539184952978,This Agreement does not apply to Confidential Information:
train,92,Disclosure documents.pdf,nda-12,entailment,1,4657,4792,135,0.45621081504702193,0.46943573667711597,(d) which has been independently developed by the Receiving Party without reference to the Disclosing Party’s Confidential Information.
train,92,Disclosure documents.pdf,nda-20,contradiction,0,5895,6073,178,0.5774882445141066,0.5949255485893417,"8.1 Each party undertakes within three business days of the receipt of a written request of the other party or on termination of this Agreement, at the option of the other party:"
train,92,Disclosure documents.pdf,nda-20,contradiction,1,6329,6788,459,0.6200039184952978,0.6649686520376176,"(b) to destroy by shredding or incineration all of the other party's Confidential Information and that part of all documents and other material in its possession, custody or control which bear or incorporate any part of the other party's Confidential Information and take reasonable steps to expunge "
