dataset,split,doc_id,file_name,document_type,url,annotation_set_id,label_id,label_short_description,hypothesis,gold_label_raw,gold_label,evidence_count,evidence_total_chars
contractnli,train,86,CopAcc_NDA-and-ToP-Mentors_2.0_2017.pdf,search-pdf,http://www.copernicus-masters.com/wp-content/uploads/2017/07/CopAcc_NDA-and-ToP-Mentors_2.0_2017.pdf,0,nda-2,None-inclusion of non-technical information,Confidential Information shall only include technical information.,Contradiction,contradiction,1,264
contractnli,train,86,CopAcc_NDA-and-ToP-Mentors_2.0_2017.pdf,search-pdf,http://www.copernicus-masters.com/wp-content/uploads/2017/07/CopAcc_NDA-and-ToP-Mentors_2.0_2017.pdf,0,nda-1,Explicit identification,All Confidential Information shall be expressly identified by the Disclosing Party.,NotMentioned,not_mentioned,0,0
contractnli,train,86,CopAcc_NDA-and-ToP-Mentors_2.0_2017.pdf,search-pdf,http://www.copernicus-masters.com/wp-content/uploads/2017/07/CopAcc_NDA-and-ToP-Mentors_2.0_2017.pdf,0,nda-19,Survival of obligations,Some obligations of Agreement may survive termination of Agreement.,Entailment,entailment,1,252
contractnli,train,86,CopAcc_NDA-and-ToP-Mentors_2.0_2017.pdf,search-pdf,http://www.copernicus-masters.com/wp-content/uploads/2017/07/CopAcc_NDA-and-ToP-Mentors_2.0_2017.pdf,0,nda-12,Permissible development of similar information,Receiving Party may independently develop information similar to Confidential Information.,NotMentioned,not_mentioned,0,0
contractnli,train,86,CopAcc_NDA-and-ToP-Mentors_2.0_2017.pdf,search-pdf,http://www.copernicus-masters.com/wp-content/uploads/2017/07/CopAcc_NDA-and-ToP-Mentors_2.0_2017.pdf,0,nda-20,Permissible post-agreement possession,Receiving Party may retain some Confidential Information even after the return or destruction of Confidential Information.,Contradiction,contradiction,3,380
contractnli,train,86,CopAcc_NDA-and-ToP-Mentors_2.0_2017.pdf,search-pdf,http://www.copernicus-masters.com/wp-content/uploads/2017/07/CopAcc_NDA-and-ToP-Mentors_2.0_2017.pdf,0,nda-3,Inclusion of verbally conveyed information,Confidential Information may include verbally conveyed information.,NotMentioned,not_mentioned,0,0
contractnli,train,86,CopAcc_NDA-and-ToP-Mentors_2.0_2017.pdf,search-pdf,http://www.copernicus-masters.com/wp-content/uploads/2017/07/CopAcc_NDA-and-ToP-Mentors_2.0_2017.pdf,0,nda-18,No solicitation,Receiving Party shall not solicit some of Disclosing Party's representatives.,NotMentioned,not_mentioned,0,0
contractnli,train,86,CopAcc_NDA-and-ToP-Mentors_2.0_2017.pdf,search-pdf,http://www.copernicus-masters.com/wp-content/uploads/2017/07/CopAcc_NDA-and-ToP-Mentors_2.0_2017.pdf,0,nda-7,Sharing with third-parties,"Receiving Party may share some Confidential Information with some third-parties (including consultants, agents and professional advisors).",Contradiction,contradiction,1,170
contractnli,train,86,CopAcc_NDA-and-ToP-Mentors_2.0_2017.pdf,search-pdf,http://www.copernicus-masters.com/wp-content/uploads/2017/07/CopAcc_NDA-and-ToP-Mentors_2.0_2017.pdf,0,nda-17,Permissible copy,Receiving Party may create a copy of some Confidential Information in some circumstances.,NotMentioned,not_mentioned,0,0
contractnli,train,86,CopAcc_NDA-and-ToP-Mentors_2.0_2017.pdf,search-pdf,http://www.copernicus-masters.com/wp-content/uploads/2017/07/CopAcc_NDA-and-ToP-Mentors_2.0_2017.pdf,0,nda-8,Notice on compelled disclosure,"Receiving Party shall notify Disclosing Party in case Receiving Party is required by law, regulation or judicial process to disclose any Confidential Information.",Entailment,entailment,1,348
contractnli,train,86,CopAcc_NDA-and-ToP-Mentors_2.0_2017.pdf,search-pdf,http://www.copernicus-masters.com/wp-content/uploads/2017/07/CopAcc_NDA-and-ToP-Mentors_2.0_2017.pdf,0,nda-13,Permissible acquirement of similar information,Receiving Party may acquire information similar to Confidential Information from a third party.,Entailment,entailment,2,126
contractnli,train,86,CopAcc_NDA-and-ToP-Mentors_2.0_2017.pdf,search-pdf,http://www.copernicus-masters.com/wp-content/uploads/2017/07/CopAcc_NDA-and-ToP-Mentors_2.0_2017.pdf,0,nda-5,Sharing with employees,Receiving Party may share some Confidential Information with some of Receiving Party's employees.,Contradiction,contradiction,1,170
contractnli,train,86,CopAcc_NDA-and-ToP-Mentors_2.0_2017.pdf,search-pdf,http://www.copernicus-masters.com/wp-content/uploads/2017/07/CopAcc_NDA-and-ToP-Mentors_2.0_2017.pdf,0,nda-4,Limited use,Receiving Party shall not use any Confidential Information for any purpose other than the purposes stated in Agreement.,Entailment,entailment,1,132
contractnli,train,87,Cyber Mutual Assistance NDA.pdf,search-pdf,https://www.electricitysubsector.org/-/media/Files/ESCC/Documents/CMA/Cyber-Mutual-Assistance-NDA.ashx?la=en&hash=E1B1FB222570EC29D102F11D7B26BA49EAB19789,0,nda-11,No reverse engineering,Receiving Party shall not reverse engineer any objects which embody Disclosing Party's Confidential Information.,NotMentioned,not_mentioned,0,0
contractnli,train,87,Cyber Mutual Assistance NDA.pdf,search-pdf,https://www.electricitysubsector.org/-/media/Files/ESCC/Documents/CMA/Cyber-Mutual-Assistance-NDA.ashx?la=en&hash=E1B1FB222570EC29D102F11D7B26BA49EAB19789,0,nda-16,Return of confidential information,Receiving Party shall destroy or return some Confidential Information upon the termination of Agreement.,Entailment,entailment,1,417
contractnli,train,87,Cyber Mutual Assistance NDA.pdf,search-pdf,https://www.electricitysubsector.org/-/media/Files/ESCC/Documents/CMA/Cyber-Mutual-Assistance-NDA.ashx?la=en&hash=E1B1FB222570EC29D102F11D7B26BA49EAB19789,0,nda-15,No licensing,Agreement shall not grant Receiving Party any right to Confidential Information.,Entailment,entailment,1,152
contractnli,train,87,Cyber Mutual Assistance NDA.pdf,search-pdf,https://www.electricitysubsector.org/-/media/Files/ESCC/Documents/CMA/Cyber-Mutual-Assistance-NDA.ashx?la=en&hash=E1B1FB222570EC29D102F11D7B26BA49EAB19789,0,nda-10,Confidentiality of Agreement,Receiving Party shall not disclose the fact that Agreement was agreed or negotiated.,NotMentioned,not_mentioned,0,0
contractnli,train,87,Cyber Mutual Assistance NDA.pdf,search-pdf,https://www.electricitysubsector.org/-/media/Files/ESCC/Documents/CMA/Cyber-Mutual-Assistance-NDA.ashx?la=en&hash=E1B1FB222570EC29D102F11D7B26BA49EAB19789,0,nda-2,None-inclusion of non-technical information,Confidential Information shall only include technical information.,NotMentioned,not_mentioned,0,0
contractnli,train,87,Cyber Mutual Assistance NDA.pdf,search-pdf,https://www.electricitysubsector.org/-/media/Files/ESCC/Documents/CMA/Cyber-Mutual-Assistance-NDA.ashx?la=en&hash=E1B1FB222570EC29D102F11D7B26BA49EAB19789,0,nda-1,Explicit identification,All Confidential Information shall be expressly identified by the Disclosing Party.,NotMentioned,not_mentioned,0,0
contractnli,train,87,Cyber Mutual Assistance NDA.pdf,search-pdf,https://www.electricitysubsector.org/-/media/Files/ESCC/Documents/CMA/Cyber-Mutual-Assistance-NDA.ashx?la=en&hash=E1B1FB222570EC29D102F11D7B26BA49EAB19789,0,nda-19,Survival of obligations,Some obligations of Agreement may survive termination of Agreement.,Entailment,entailment,1,126
contractnli,train,87,Cyber Mutual Assistance NDA.pdf,search-pdf,https://www.electricitysubsector.org/-/media/Files/ESCC/Documents/CMA/Cyber-Mutual-Assistance-NDA.ashx?la=en&hash=E1B1FB222570EC29D102F11D7B26BA49EAB19789,0,nda-12,Permissible development of similar information,Receiving Party may independently develop information similar to Confidential Information.,NotMentioned,not_mentioned,0,0
contractnli,train,87,Cyber Mutual Assistance NDA.pdf,search-pdf,https://www.electricitysubsector.org/-/media/Files/ESCC/Documents/CMA/Cyber-Mutual-Assistance-NDA.ashx?la=en&hash=E1B1FB222570EC29D102F11D7B26BA49EAB19789,0,nda-20,Permissible post-agreement possession,Receiving Party may retain some Confidential Information even after the return or destruction of Confidential Information.,Entailment,entailment,1,182
contractnli,train,87,Cyber Mutual Assistance NDA.pdf,search-pdf,https://www.electricitysubsector.org/-/media/Files/ESCC/Documents/CMA/Cyber-Mutual-Assistance-NDA.ashx?la=en&hash=E1B1FB222570EC29D102F11D7B26BA49EAB19789,0,nda-3,Inclusion of verbally conveyed information,Confidential Information may include verbally conveyed information.,Entailment,entailment,2,467
contractnli,train,87,Cyber Mutual Assistance NDA.pdf,search-pdf,https://www.electricitysubsector.org/-/media/Files/ESCC/Documents/CMA/Cyber-Mutual-Assistance-NDA.ashx?la=en&hash=E1B1FB222570EC29D102F11D7B26BA49EAB19789,0,nda-18,No solicitation,Receiving Party shall not solicit some of Disclosing Party's representatives.,NotMentioned,not_mentioned,0,0
contractnli,train,87,Cyber Mutual Assistance NDA.pdf,search-pdf,https://www.electricitysubsector.org/-/media/Files/ESCC/Documents/CMA/Cyber-Mutual-Assistance-NDA.ashx?la=en&hash=E1B1FB222570EC29D102F11D7B26BA49EAB19789,0,nda-7,Sharing with third-parties,"Receiving Party may share some Confidential Information with some third-parties (including consultants, agents and professional advisors).",Contradiction,contradiction,3,180
contractnli,train,87,Cyber Mutual Assistance NDA.pdf,search-pdf,https://www.electricitysubsector.org/-/media/Files/ESCC/Documents/CMA/Cyber-Mutual-Assistance-NDA.ashx?la=en&hash=E1B1FB222570EC29D102F11D7B26BA49EAB19789,0,nda-17,Permissible copy,Receiving Party may create a copy of some Confidential Information in some circumstances.,NotMentioned,not_mentioned,0,0
contractnli,train,87,Cyber Mutual Assistance NDA.pdf,search-pdf,https://www.electricitysubsector.org/-/media/Files/ESCC/Documents/CMA/Cyber-Mutual-Assistance-NDA.ashx?la=en&hash=E1B1FB222570EC29D102F11D7B26BA49EAB19789,0,nda-8,Notice on compelled disclosure,"Receiving Party shall notify Disclosing Party in case Receiving Party is required by law, regulation or judicial process to disclose any Confidential Information.",Entailment,entailment,3,760
contractnli,train,87,Cyber Mutual Assistance NDA.pdf,search-pdf,https://www.electricitysubsector.org/-/media/Files/ESCC/Documents/CMA/Cyber-Mutual-Assistance-NDA.ashx?la=en&hash=E1B1FB222570EC29D102F11D7B26BA49EAB19789,0,nda-13,Permissible acquirement of similar information,Receiving Party may acquire information similar to Confidential Information from a third party.,Entailment,entailment,2,486
contractnli,train,87,Cyber Mutual Assistance NDA.pdf,search-pdf,https://www.electricitysubsector.org/-/media/Files/ESCC/Documents/CMA/Cyber-Mutual-Assistance-NDA.ashx?la=en&hash=E1B1FB222570EC29D102F11D7B26BA49EAB19789,0,nda-5,Sharing with employees,Receiving Party may share some Confidential Information with some of Receiving Party's employees.,Entailment,entailment,1,275
contractnli,train,87,Cyber Mutual Assistance NDA.pdf,search-pdf,https://www.electricitysubsector.org/-/media/Files/ESCC/Documents/CMA/Cyber-Mutual-Assistance-NDA.ashx?la=en&hash=E1B1FB222570EC29D102F11D7B26BA49EAB19789,0,nda-4,Limited use,Receiving Party shall not use any Confidential Information for any purpose other than the purposes stated in Agreement.,Entailment,entailment,6,580
contractnli,train,88,DBT%20Mutual%20NDA.pdf,search-pdf,http://www.databoiler.com/index_htm_files/DBT%20Mutual%20NDA.pdf,0,nda-11,No reverse engineering,Receiving Party shall not reverse engineer any objects which embody Disclosing Party's Confidential Information.,NotMentioned,not_mentioned,0,0
contractnli,train,88,DBT%20Mutual%20NDA.pdf,search-pdf,http://www.databoiler.com/index_htm_files/DBT%20Mutual%20NDA.pdf,0,nda-16,Return of confidential information,Receiving Party shall destroy or return some Confidential Information upon the termination of Agreement.,NotMentioned,not_mentioned,0,0
contractnli,train,88,DBT%20Mutual%20NDA.pdf,search-pdf,http://www.databoiler.com/index_htm_files/DBT%20Mutual%20NDA.pdf,0,nda-15,No licensing,Agreement shall not grant Receiving Party any right to Confidential Information.,Entailment,entailment,2,257
contractnli,train,88,DBT%20Mutual%20NDA.pdf,search-pdf,http://www.databoiler.com/index_htm_files/DBT%20Mutual%20NDA.pdf,0,nda-10,Confidentiality of Agreement,Receiving Party shall not disclose the fact that Agreement was agreed or negotiated.,Entailment,entailment,1,215
contractnli,train,88,DBT%20Mutual%20NDA.pdf,search-pdf,http://www.databoiler.com/index_htm_files/DBT%20Mutual%20NDA.pdf,0,nda-2,None-inclusion of non-technical information,Confidential Information shall only include technical information.,Contradiction,contradiction,1,507
contractnli,train,88,DBT%20Mutual%20NDA.pdf,search-pdf,http://www.databoiler.com/index_htm_files/DBT%20Mutual%20NDA.pdf,0,nda-1,Explicit identification,All Confidential Information shall be expressly identified by the Disclosing Party.,Contradiction,contradiction,1,320
contractnli,train,88,DBT%20Mutual%20NDA.pdf,search-pdf,http://www.databoiler.com/index_htm_files/DBT%20Mutual%20NDA.pdf,0,nda-19,Survival of obligations,Some obligations of Agreement may survive termination of Agreement.,NotMentioned,not_mentioned,0,0
contractnli,train,88,DBT%20Mutual%20NDA.pdf,search-pdf,http://www.databoiler.com/index_htm_files/DBT%20Mutual%20NDA.pdf,0,nda-12,Permissible development of similar information,Receiving Party may independently develop information similar to Confidential Information.,Entailment,entailment,2,173
contractnli,train,88,DBT%20Mutual%20NDA.pdf,search-pdf,http://www.databoiler.com/index_htm_files/DBT%20Mutual%20NDA.pdf,0,nda-20,Permissible post-agreement possession,Receiving Party may retain some Confidential Information even after the return or destruction of Confidential Information.,Contradiction,contradiction,1,246
contractnli,train,88,DBT%20Mutual%20NDA.pdf,search-pdf,http://www.databoiler.com/index_htm_files/DBT%20Mutual%20NDA.pdf,0,nda-3,Inclusion of verbally conveyed information,Confidential Information may include verbally conveyed information.,NotMentioned,not_mentioned,0,0
contractnli,train,88,DBT%20Mutual%20NDA.pdf,search-pdf,http://www.databoiler.com/index_htm_files/DBT%20Mutual%20NDA.pdf,0,nda-18,No solicitation,Receiving Party shall not solicit some of Disclosing Party's representatives.,NotMentioned,not_mentioned,0,0
contractnli,train,88,DBT%20Mutual%20NDA.pdf,search-pdf,http://www.databoiler.com/index_htm_files/DBT%20Mutual%20NDA.pdf,0,nda-7,Sharing with third-parties,"Receiving Party may share some Confidential Information with some third-parties (including consultants, agents and professional advisors).",NotMentioned,not_mentioned,0,0
contractnli,train,88,DBT%20Mutual%20NDA.pdf,search-pdf,http://www.databoiler.com/index_htm_files/DBT%20Mutual%20NDA.pdf,0,nda-17,Permissible copy,Receiving Party may create a copy of some Confidential Information in some circumstances.,NotMentioned,not_mentioned,0,0
contractnli,train,88,DBT%20Mutual%20NDA.pdf,search-pdf,http://www.databoiler.com/index_htm_files/DBT%20Mutual%20NDA.pdf,0,nda-8,Notice on compelled disclosure,"Receiving Party shall notify Disclosing Party in case Receiving Party is required by law, regulation or judicial process to disclose any Confidential Information.",Entailment,entailment,2,279
contractnli,train,88,DBT%20Mutual%20NDA.pdf,search-pdf,http://www.databoiler.com/index_htm_files/DBT%20Mutual%20NDA.pdf,0,nda-13,Permissible acquirement of similar information,Receiving Party may acquire information similar to Confidential Information from a third party.,Entailment,entailment,3,579
contractnli,train,88,DBT%20Mutual%20NDA.pdf,search-pdf,http://www.databoiler.com/index_htm_files/DBT%20Mutual%20NDA.pdf,0,nda-5,Sharing with employees,Receiving Party may share some Confidential Information with some of Receiving Party's employees.,Entailment,entailment,1,351
contractnli,train,88,DBT%20Mutual%20NDA.pdf,search-pdf,http://www.databoiler.com/index_htm_files/DBT%20Mutual%20NDA.pdf,0,nda-4,Limited use,Receiving Party shall not use any Confidential Information for any purpose other than the purposes stated in Agreement.,Entailment,entailment,1,224
contractnli,train,89,Data Use Agreement New York City.pdf,search-pdf,http://www.astho.org/Programs/Infectious-Disease/Healthcare-Associated-Infections/Electronic-Health-Records/Toolkit/Data-Use-Agreement-New-York-City/,0,nda-11,No reverse engineering,Receiving Party shall not reverse engineer any objects which embody Disclosing Party's Confidential Information.,NotMentioned,not_mentioned,0,0
contractnli,train,89,Data Use Agreement New York City.pdf,search-pdf,http://www.astho.org/Programs/Infectious-Disease/Healthcare-Associated-Infections/Electronic-Health-Records/Toolkit/Data-Use-Agreement-New-York-City/,0,nda-16,Return of confidential information,Receiving Party shall destroy or return some Confidential Information upon the termination of Agreement.,Entailment,entailment,5,1048
contractnli,train,89,Data Use Agreement New York City.pdf,search-pdf,http://www.astho.org/Programs/Infectious-Disease/Healthcare-Associated-Infections/Electronic-Health-Records/Toolkit/Data-Use-Agreement-New-York-City/,0,nda-15,No licensing,Agreement shall not grant Receiving Party any right to Confidential Information.,Entailment,entailment,2,225
contractnli,train,89,Data Use Agreement New York City.pdf,search-pdf,http://www.astho.org/Programs/Infectious-Disease/Healthcare-Associated-Infections/Electronic-Health-Records/Toolkit/Data-Use-Agreement-New-York-City/,0,nda-10,Confidentiality of Agreement,Receiving Party shall not disclose the fact that Agreement was agreed or negotiated.,NotMentioned,not_mentioned,0,0
contractnli,train,89,Data Use Agreement New York City.pdf,search-pdf,http://www.astho.org/Programs/Infectious-Disease/Healthcare-Associated-Infections/Electronic-Health-Records/Toolkit/Data-Use-Agreement-New-York-City/,0,nda-2,None-inclusion of non-technical information,Confidential Information shall only include technical information.,NotMentioned,not_mentioned,0,0
contractnli,train,89,Data Use Agreement New York City.pdf,search-pdf,http://www.astho.org/Programs/Infectious-Disease/Healthcare-Associated-Infections/Electronic-Health-Records/Toolkit/Data-Use-Agreement-New-York-City/,0,nda-1,Explicit identification,All Confidential Information shall be expressly identified by the Disclosing Party.,NotMentioned,not_mentioned,0,0
contractnli,train,89,Data Use Agreement New York City.pdf,search-pdf,http://www.astho.org/Programs/Infectious-Disease/Healthcare-Associated-Infections/Electronic-Health-Records/Toolkit/Data-Use-Agreement-New-York-City/,0,nda-19,Survival of obligations,Some obligations of Agreement may survive termination of Agreement.,Entailment,entailment,3,402
contractnli,train,89,Data Use Agreement New York City.pdf,search-pdf,http://www.astho.org/Programs/Infectious-Disease/Healthcare-Associated-Infections/Electronic-Health-Records/Toolkit/Data-Use-Agreement-New-York-City/,0,nda-12,Permissible development of similar information,Receiving Party may independently develop information similar to Confidential Information.,NotMentioned,not_mentioned,0,0
contractnli,train,89,Data Use Agreement New York City.pdf,search-pdf,http://www.astho.org/Programs/Infectious-Disease/Healthcare-Associated-Infections/Electronic-Health-Records/Toolkit/Data-Use-Agreement-New-York-City/,0,nda-20,Permissible post-agreement possession,Receiving Party may retain some Confidential Information even after the return or destruction of Confidential Information.,Entailment,entailment,2,589
contractnli,train,89,Data Use Agreement New York City.pdf,search-pdf,http://www.astho.org/Programs/Infectious-Disease/Healthcare-Associated-Infections/Electronic-Health-Records/Toolkit/Data-Use-Agreement-New-York-City/,0,nda-3,Inclusion of verbally conveyed information,Confidential Information may include verbally conveyed information.,NotMentioned,not_mentioned,0,0
contractnli,train,89,Data Use Agreement New York City.pdf,search-pdf,http://www.astho.org/Programs/Infectious-Disease/Healthcare-Associated-Infections/Electronic-Health-Records/Toolkit/Data-Use-Agreement-New-York-City/,0,nda-18,No solicitation,Receiving Party shall not solicit some of Disclosing Party's representatives.,NotMentioned,not_mentioned,0,0
contractnli,train,89,Data Use Agreement New York City.pdf,search-pdf,http://www.astho.org/Programs/Infectious-Disease/Healthcare-Associated-Infections/Electronic-Health-Records/Toolkit/Data-Use-Agreement-New-York-City/,0,nda-7,Sharing with third-parties,"Receiving Party may share some Confidential Information with some third-parties (including consultants, agents and professional advisors).",Entailment,entailment,2,494
contractnli,train,89,Data Use Agreement New York City.pdf,search-pdf,http://www.astho.org/Programs/Infectious-Disease/Healthcare-Associated-Infections/Electronic-Health-Records/Toolkit/Data-Use-Agreement-New-York-City/,0,nda-17,Permissible copy,Receiving Party may create a copy of some Confidential Information in some circumstances.,Contradiction,contradiction,1,135
contractnli,train,89,Data Use Agreement New York City.pdf,search-pdf,http://www.astho.org/Programs/Infectious-Disease/Healthcare-Associated-Infections/Electronic-Health-Records/Toolkit/Data-Use-Agreement-New-York-City/,0,nda-8,Notice on compelled disclosure,"Receiving Party shall notify Disclosing Party in case Receiving Party is required by law, regulation or judicial process to disclose any Confidential Information.",NotMentioned,not_mentioned,0,0
contractnli,train,89,Data Use Agreement New York City.pdf,search-pdf,http://www.astho.org/Programs/Infectious-Disease/Healthcare-Associated-Infections/Electronic-Health-Records/Toolkit/Data-Use-Agreement-New-York-City/,0,nda-13,Permissible acquirement of similar information,Receiving Party may acquire information similar to Confidential Information from a third party.,NotMentioned,not_mentioned,0,0
contractnli,train,89,Data Use Agreement New York City.pdf,search-pdf,http://www.astho.org/Programs/Infectious-Disease/Healthcare-Associated-Infections/Electronic-Health-Records/Toolkit/Data-Use-Agreement-New-York-City/,0,nda-5,Sharing with employees,Receiving Party may share some Confidential Information with some of Receiving Party's employees.,Entailment,entailment,1,288
contractnli,train,89,Data Use Agreement New York City.pdf,search-pdf,http://www.astho.org/Programs/Infectious-Disease/Healthcare-Associated-Infections/Electronic-Health-Records/Toolkit/Data-Use-Agreement-New-York-City/,0,nda-4,Limited use,Receiving Party shall not use any Confidential Information for any purpose other than the purposes stated in Agreement.,Entailment,entailment,2,414
contractnli,train,91,Dealer-Pay-NDA-4.pdf,search-pdf,https://www.dealer-pay.com/wp-content/uploads/2018/06/Dealer-Pay-NDA-4.pdf,0,nda-11,No reverse engineering,Receiving Party shall not reverse engineer any objects which embody Disclosing Party's Confidential Information.,Entailment,entailment,1,326
contractnli,train,91,Dealer-Pay-NDA-4.pdf,search-pdf,https://www.dealer-pay.com/wp-content/uploads/2018/06/Dealer-Pay-NDA-4.pdf,0,nda-16,Return of confidential information,Receiving Party shall destroy or return some Confidential Information upon the termination of Agreement.,NotMentioned,not_mentioned,0,0
